1.0,0.0,0.48214286,0.48529412,0.5323741,0.47177419,0.5,0.50948167,0.51546392,0.48785872,0.46560847,0.5,77.0,200.0,45.0,67.0,350.0,84.0,78.0,112.0,51.0,497.0
1.0,23.0,0.42567568,0.4941349,0.50227273,0.47177419,0.52475248,0.52173913,0.5,0.63157895,0.41111111,0.48398577,876.0,131.0,54.0,145.0,99.0,98.0,11.0,68.0,22.0,350.0
2.0,23.0,0.5,0.47335423,0.5,0.47177419,0.48427673,0.45945946,0.36,0.49793266,0.52475248,0.42857143,516.0,254.0,39.0,145.0,32.0,223.0,203.0,245.0,81.0,25.0
1.0,22.0,0.48704663,0.43103448,0.5,0.47177419,0.40277778,0.5,0.39130435,0.45,0.48783977,0.50171821,266.0,11.0,55.0,15.0,117.0,86.0,33.0,103.0,145.0,9.0
2.0,21.0,0.47419355,0.45762712,0.5,0.47177419,0.38709677,0.4368932,0.48484848,0.46382979,0.48,0.46357616,133.0,59.0,111.0,18.0,16.0,777.0,141.0,99.0,81.0,350.0
2.0,23.0,0.51119403,0.48643411,0.45255474,0.47177419,0.45833333,0.53005464,0.4,0.37209302,0.50343643,0.54137116,79.0,200.0,4.0,29.0,875.0,102.0,64.0,101.0,21.0,89.0
1.0,22.0,0.46875,0.48275862,0.23529412,0.47177419,0.54966887,0.50505051,0.5,0.44,0.4137931,0.47244094,82.0,203.0,711.0,18.0,32.0,106.0,113.0,517.0,81.0,22.0
1.0,21.0,0.49333333,0.44444444,0.49238579,0.47177419,0.48920863,0.50548112,0.4981685,0.45914397,0.49228944,0.51401869,74.0,121.0,268.0,18.0,25.0,106.0,131.0,101.0,145.0,22.0
1.0,20.0,0.45751634,0.56390977,0.4137931,0.47177419,0.48148148,0.57142857,0.4507772,0.53125,0.46311475,0.42857143,81.0,106.0,103.0,15.0,117.0,36.0,77.0,50.0,145.0,350.0
2.0,0.0,0.42622951,0.50271739,0.50957854,0.47177419,0.45418327,0.40384615,0.49285714,0.49019608,0.46700508,0.49542962,27.0,33.0,99.0,18.0,21.0,35.0,19.0,84.0,81.0,53.0
1.0,23.0,0.48322148,0.50271739,0.50957854,0.47177419,0.42666667,0.47727273,0.55,0.48310139,0.18181818,0.44242424,77.0,33.0,99.0,18.0,117.0,43.0,32.0,131.0,221.0,202.0
